id	hate_type	hate_severity	to_whom	model
398408	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
544724	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
717930	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
861943	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
504377	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
685085	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
657081	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
187923	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
900377	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
563247	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
661496	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
873216	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
154722	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
13287	Political Hate	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
202664	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
194099	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
191461	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
612332	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
894207	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
318915	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
26251	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
142455	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
475328	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
316399	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
437420	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
240551	Political Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
78885	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
568279	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
172343	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
518730	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
761257	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
511100	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
95847	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
693503	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
713982	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
323013	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
487727	Religious Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
112427	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
172445	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
745382	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
29292	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
472930	Political Hate	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
749073	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
895990	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
212549	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
263512	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
246775	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
525372	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
749093	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
707214	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
2591	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
27096	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
213638	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
692826	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
706581	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
147938	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
743152	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
61990	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
852568	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
76707	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
814640	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
891668	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
16456	None	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
850529	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
864879	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
654023	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
346640	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
218545	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
504398	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
535040	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
581206	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
688895	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
21299	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656711	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
924302	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
245901	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
297501	Political Hate	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
169033	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
905454	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
249275	Political Hate	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
772102	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
107477	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
769166	Profane	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
738287	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
455550	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
868709	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
409197	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
815089	Profane	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
872087	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
875589	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
633067	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
198396	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
936161	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
262644	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
376125	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
70191	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258234	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
188889	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
204063	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
443709	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
165654	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
796582	Profane	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
554434	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
447696	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
558140	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
703224	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
148181	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
620559	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
781591	Profane	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
220555	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
844755	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
36259	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
665240	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
509247	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
149572	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
687526	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
163447	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
726820	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
782829	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
19286	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
636979	Political Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
815378	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
148990	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
628676	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
181927	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
803045	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
203127	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
655706	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258839	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
810665	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
458447	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
771093	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
67115	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
15416	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
802054	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
293052	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
889040	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
604710	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
197557	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
644229	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
451484	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
613091	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
557654	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
567658	Abusive	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
684226	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
21468	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
332442	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
315806	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
202026	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
18029	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
145440	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
97042	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
13118	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
692161	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
302295	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
24563	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
692332	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
301983	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
617592	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
326395	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587331	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
393621	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
152523	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
550649	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
559356	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
655020	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
709901	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
500126	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
633507	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
311217	Religious Hate	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
613094	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
726032	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
17722	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266041	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
175964	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
774401	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
643230	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
646946	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
185531	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
803781	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
128232	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
435155	Profane	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
204398	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
278920	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
358187	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
807948	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
528962	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
699149	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
352893	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
475852	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
664249	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
644385	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
552714	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
470502	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
842530	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
392217	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
910822	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
875780	Religious Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
59746	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
73292	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
294134	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
66565	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
213232	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
394717	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
896133	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
735755	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
344996	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
914281	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
784938	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
854259	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
160275	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
768434	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
740283	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
722586	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
901989	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
219414	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
283848	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
212406	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
254391	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268735	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
98391	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
848370	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
798899	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
177060	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
782833	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
709671	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
854989	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
373841	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
34407	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
9026	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
842908	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
556978	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
185976	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
439801	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
760600	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
906878	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
9324	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
720211	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
344629	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
836105	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
137902	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
190967	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
928441	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
314097	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
474511	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
490405	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
778407	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
173929	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
859642	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
591385	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656338	None	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
82018	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
378150	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
804298	Abusive	Severe	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
396604	Profane	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
874183	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
921981	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
135377	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
414998	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
7446	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
303854	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
417549	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
811728	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
65607	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
576989	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
649835	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
293416	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
39657	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
824999	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
660424	Profane	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
792788	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
903201	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399901	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
327576	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
916743	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
325872	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
91341	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
156098	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416010	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
660313	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
764363	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
851971	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
938292	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
469173	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
274613	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
714568	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
666888	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
718562	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
548406	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
642716	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
281530	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
607917	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
846674	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
865698	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
747905	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
255166	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
710974	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937702	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
295034	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
243912	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
436179	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
95327	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
307827	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
436068	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
600298	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
680247	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
673735	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
147718	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
620356	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
449561	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
618838	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
231363	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266665	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
625708	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
768919	None	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
543185	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
858410	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
623346	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
516860	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
176268	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
457871	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
751607	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
47592	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
575229	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
488277	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
207791	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
861178	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
603181	Political Hate	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
375357	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
481203	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
103285	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
664273	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937529	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
264938	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
